Age,Years of Experience,Education Level,Job Title,Gender,Location,Company Type,Industry,Salary
31.0,4.9,B.Tech,Software Engineer,Male,Delhi NCR,Service,E-commerce,1404986
26.0,0.6,B.Tech,Data Analyst,Female,Hyderabad,Domestic,Banking,437601
33.0,7.1,M.Tech,Data Scientist,Male,Chennai,MNC,Healthcare Tech,2612808
28.0,1.7,B.Sc,Software Engineer,Male,Surat,Product,Product Tech,630150
27.0,3.6,B.Tech,Data Analyst,Female,Delhi NCR,MNC,Analytics,1087421
30.0,6.3,M.Tech,Software Engineer,Male,Chennai,MNC,Product Tech,1973298
32.0,4.2,B.Sc,Data Scientist,Female,Bengaluru,Startup,AI/ML,1876911
29.0,0.5,B.Tech,Data Analyst,Male,Delhi NCR,MNC,Banking,527605
35.0,26.0,B.Tech,Product Manager,Female,Pune,Product,SaaS,7172681
27.0,3.1,B.Sc,Software Engineer,Male,Kochi,Startup,SaaS,1150983
28.0,0.8,M.Tech,Data Scientist,Female,Bhubaneswar,Service,Analytics,635247
37.0,3.9,B.Tech,Product Manager,Male,Jaipur,Startup,Product Tech,1915487
26.0,1.8,B.Sc,Data Analyst,Male,Coimbatore,MNC,AI/ML,472535
30.0,0.8,B.Tech,Software Engineer,Female,Bengaluru,MNC,E-commerce,750474
31.0,4.4,M.Tech,Data Scientist,Male,Bengaluru,MNC,E-commerce,2299710
29.0,5.9,B.Tech,Data Analyst,Female,Mumbai,Domestic,Consulting,991464
32.0,5.9,B.Tech,Software Engineer,Male,Bengaluru,Product,SaaS,1985641
28.0,4.4,MBA,Data Scientist,Female,Jaipur,Service,E-commerce,1450561
34.0,1.0,B.Tech,Software Engineer,Male,Mumbai,Service,Fintech,656002
25.0,4.9,B.Tech,Data Analyst,Female,Bhubaneswar,MNC,AI/ML,911248
30.0,1.2,B.Sc,Product Manager,Male,Bhubaneswar,Product,Product Tech,892692
29.0,2.7,B.Tech,Data Analyst,Female,Hyderabad,MNC,Banking,1032942
31.0,0.7,B.Tech,Software Engineer,Male,Pune,Product,IT Services,628767
26.0,5.9,B.Tech,Data Analyst,Female,Bhubaneswar,Domestic,Banking,777792
33.0,3.7,M.Tech,Data Scientist,Male,Bengaluru,Product,Analytics,2299478
28.0,4.4,B.Sc,Software Engineer,Male,Ahmedabad,Product,Product Tech,1373091
27.0,22.1,B.Tech,Data Analyst,Female,Hyderabad,MNC,Banking,3104793
30.0,1.4,MBA,Software Engineer,Male,Bengaluru,Product,IT Services,846632
32.0,1.1,B.Tech,Data Scientist,Female,Pune,Service,Fintech,824217
29.0,1.2,B.Sc,Data Analyst,Male,Pune,MNC,IT Services,453361
35.0,5.6,B.Tech,Product Manager,Female,Bengaluru,Service,SaaS,2353605
27.0,1.6,B.Tech,Software Engineer,Male,Nagpur,Service,IT Services,434528
28.0,5.4,MBA,Data Scientist,Female,Lucknow,Service,E-commerce,1475219
37.0,4.5,M.Tech,Product Manager,Male,Bengaluru,MNC,Product Tech,3114641
26.0,0.6,B.Sc,Data Analyst,Male,Lucknow,Domestic,IT Services,280755
30.0,0.5,B.Tech,Software Engineer,Female,Jaipur,Product,IT Services,490601
31.0,1.8,MBA,Data Scientist,Male,Bengaluru,Service,Analytics,1025623
29.0,16.2,B.Sc,Data Analyst,Female,Nagpur,MNC,Consulting,1992853
32.0,3.6,B.Tech,Software Engineer,Male,Hyderabad,Service,Fintech,1359393
28.0,0.1,M.Tech,Data Scientist,Female,Chennai,Service,AI/ML,761155
34.0,6.9,B.Sc,Software Engineer,Male,Hyderabad,MNC,E-commerce,1634043
25.0,3.4,B.Tech,Data Analyst,Female,Chennai,Domestic,IT Services,771929
30.0,0.8,B.Tech,Product Manager,Male,Kochi,Product,Product Tech,974244
28.0,2.6,B.Tech,Software Engineer,Male,Chandigarh,Service,IT Services,957675
44.0,15.8,MBA,Software Engineer,Male,Chennai,Service,IT Services,3447476
33.0,2.0,MBA,Software Engineer,Female,Mumbai,Product,E-commerce,994485
50.0,1.8,M.Tech,Software Engineer,Male,Delhi NCR,Product,Fintech,1004064
27.0,3.0,M.Tech,Software Engineer,Female,Nagpur,MNC,IT Services,1166924
25.0,1.7,B.Sc,Software Engineer,Male,Delhi NCR,MNC,Fintech,799200
35.0,24.3,M.Tech,Software Engineer,Male,Hyderabad,MNC,Fintech,5565062
47.0,1.2,B.Tech,Software Engineer,Female,Mysuru,Startup,SaaS,572899
46.0,3.6,M.Tech,Software Engineer,Female,Surat,Service,IT Services,1018884
32.0,7.2,B.Tech,Software Engineer,Male,Ahmedabad,MNC,IT Services,1595042
61.0,1.8,B.Tech,Software Engineer,Male,Delhi NCR,Product,SaaS,911887
41.0,0.6,M.Tech,Software Engineer,Male,Mumbai,MNC,SaaS,842951
37.0,1.8,M.Tech,Software Engineer,Male,Ahmedabad,Startup,SaaS,736161
53.0,4.7,B.Tech,Software Engineer,Male,Pune,Product,SaaS,1758661
30.0,2.4,B.Tech,Software Engineer,Female,Pune,Service,E-commerce,1198939
26.0,0.1,MBA,Software Engineer,Female,Pune,Startup,SaaS,702347
37.0,1.0,M.Tech,Software Engineer,Female,Hyderabad,Service,E-commerce,653822
32.0,26.5,B.Sc,Software Engineer,Male,Bengaluru,MNC,SaaS,5019137
44.0,4.1,MBA,Software Engineer,Female,Chennai,Product,E-commerce,1759943
50.0,0.3,B.Tech,Software Engineer,Female,Kochi,Product,Fintech,585587
27.0,1.1,B.Tech,Software Engineer,Male,Hyderabad,Startup,IT Services,615626
42.0,19.6,M.Tech,Software Engineer,Male,Indore,Product,Fintech,4334604
57.0,11.9,B.Tech,Software Engineer,Male,Delhi NCR,Product,Fintech,4403192
35.0,1.2,MBA,Software Engineer,Male,Lucknow,MNC,SaaS,681789
62.0,11.2,B.Tech,Software Engineer,Male,Bengaluru,Service,IT Services,3055489
26.0,1.9,M.Tech,Software Engineer,Female,Hyderabad,Service,Product Tech,799923
42.0,0.9,MBA,Software Engineer,Female,Delhi NCR,Startup,SaaS,833072
41.0,3.1,PhD,Software Engineer,Female,Coimbatore,MNC,SaaS,1515329
36.0,5.5,MCA,Software Engineer,Female,Lucknow,Service,IT Services,1019742
49.0,0.7,M.Tech,Software Engineer,Male,Indore,MNC,E-commerce,617540
49.0,6.3,B.Tech,Software Engineer,Male,Pune,MNC,Product Tech,1833613
47.0,1.3,PhD,Software Engineer,Male,Delhi NCR,Startup,E-commerce,842218
47.0,18.9,PhD,Software Engineer,Male,Nagpur,MNC,Fintech,4101908
26.0,16.9,B.Tech,Software Engineer,Male,Pune,Service,SaaS,3685419
24.0,4.7,B.Sc,Software Engineer,Female,Mysuru,Service,E-commerce,980638
62.0,0.2,M.Tech,Software Engineer,Male,Mumbai,Startup,E-commerce,700155
42.0,13.5,B.Tech,Software Engineer,Male,Pune,Service,E-commerce,3308351
41.0,4.9,MBA,Software Engineer,Female,Mysuru,Product,Product Tech,1621555
23.0,3.3,B.Tech,Software Engineer,Male,Bengaluru,MNC,IT Services,1470160
55.0,3.6,B.Tech,Software Engineer,Male,Delhi NCR,Product,SaaS,1773598
26.0,2.1,M.Tech,Software Engineer,Female,Delhi NCR,Product,IT Services,1542764
33.0,1.8,B.Tech,Software Engineer,Female,Bengaluru,MNC,SaaS,907652
31.0,12.8,M.Tech,Software Engineer,Male,Ahmedabad,Product,Fintech,4050650
50.0,2.7,B.Tech,Software Engineer,Female,Ahmedabad,Product,SaaS,1381305
24.0,1.5,M.Tech,Software Engineer,Female,Bengaluru,Startup,E-commerce,854215
56.0,19.9,PhD,Software Engineer,Male,Jaipur,MNC,Product Tech,4481602
24.0,12.4,B.Tech,Software Engineer,Male,Ahmedabad,Product,IT Services,3081609
37.0,0.1,M.Tech,Software Engineer,Male,Pune,Startup,E-commerce,646780
43.0,0.4,MBA,Software Engineer,Female,Pune,Service,Product Tech,654956
44.0,0.2,M.Tech,Software Engineer,Female,Pune,MNC,IT Services,629401
34.0,3.0,MBA,Software Engineer,Male,Delhi NCR,Product,IT Services,1639373
45.0,6.4,M.Tech,Software Engineer,Male,Pune,MNC,E-commerce,1884744
29.0,8.1,B.Tech,Software Engineer,Male,Delhi NCR,Product,Product Tech,2386841
29.0,4.0,B.Tech,Software Engineer,Male,Kochi,Service,E-commerce,1083954
29.0,3.5,B.Sc,Software Engineer,Female,Hyderabad,Startup,E-commerce,1341419
48.0,24.3,M.Tech,Software Engineer,Male,Bengaluru,Service,IT Services,4249719
43.0,5.5,M.Tech,Software Engineer,Female,Pune,Service,Product Tech,1619024
62.0,4.8,M.Tech,Software Engineer,Male,Hyderabad,Startup,Product Tech,1846638
54.0,1.1,M.Tech,Software Engineer,Male,Delhi NCR,Startup,SaaS,839528
60.0,5.5,B.Tech,Software Engineer,Male,Bengaluru,Service,Fintech,1552646
54.0,29.8,PhD,Software Engineer,Female,Indore,Service,Product Tech,4263070
27.0,6.7,MCA,Software Engineer,Female,Bengaluru,Product,Product Tech,2157852
23.0,19.5,B.Tech,Software Engineer,Male,Chennai,Product,E-commerce,4339804
45.0,2.2,M.Tech,Software Engineer,Male,Chennai,Product,SaaS,1700394
32.0,23.3,M.Tech,Software Engineer,Female,Bengaluru,MNC,Fintech,5798880
57.0,0.9,M.Tech,Software Engineer,Male,Mumbai,MNC,IT Services,737595
47.0,1.8,B.Tech,Software Engineer,Male,Indore,Product,SaaS,709420
25.0,6.3,MBA,Software Engineer,Female,Delhi NCR,MNC,SaaS,2151092
58.0,3.5,B.Tech,Software Engineer,Male,Bengaluru,MNC,SaaS,1765832
41.0,0.4,MCA,Software Engineer,Female,Mumbai,Service,Product Tech,641847
41.0,0.5,B.Tech,Software Engineer,Male,Ahmedabad,MNC,Fintech,597579
26.0,4.6,B.Tech,Software Engineer,Male,Kochi,Startup,E-commerce,1260326
47.0,1.2,MBA,Software Engineer,Male,Delhi NCR,Startup,IT Services,729434
24.0,0.7,B.Tech,Software Engineer,Female,Chennai,Service,SaaS,575977
48.0,22.7,M.Tech,Software Engineer,Male,Bengaluru,Product,Fintech,5942056
32.0,3.0,B.Tech,Software Engineer,Male,Ahmedabad,Service,IT Services,956539
61.0,16.8,PhD,Software Engineer,Male,Chennai,MNC,SaaS,4922208
45.0,0.1,M.Tech,Software Engineer,Male,Bengaluru,Product,Product Tech,837887
50.0,1.1,B.Tech,Software Engineer,Female,Mumbai,Startup,IT Services,644899
53.0,5.0,M.Tech,Software Engineer,Male,Bengaluru,MNC,SaaS,2053344
47.0,0.9,M.Tech,Software Engineer,Female,Chennai,Product,SaaS,829743
23.0,0.8,B.Tech,Software Engineer,Male,Hyderabad,Service,Fintech,613408
33.0,0.9,M.Tech,Software Engineer,Male,Jaipur,Service,Product Tech,550127
42.0,5.9,M.Tech,Software Engineer,Male,Hyderabad,Startup,E-commerce,1779756
45.0,3.4,PhD,Software Engineer,Male,Hyderabad,Service,IT Services,1328298
23.0,4.0,B.Tech,Software Engineer,Male,Bhubaneswar,MNC,Fintech,1305039
37.0,1.1,MBA,Software Engineer,Male,Surat,Startup,E-commerce,603035
44.0,1.6,MBA,Software Engineer,Female,Chandigarh,MNC,E-commerce,753724
54.0,13.6,PhD,Software Engineer,Male,Mumbai,Service,Product Tech,4306686
38.0,2.0,MCA,Software Engineer,Female,Lucknow,Product,Fintech,718500
34.0,1.7,MBA,Software Engineer,Male,Bengaluru,MNC,IT Services,850142
46.0,17.7,M.Tech,Software Engineer,Female,Pune,Startup,Product Tech,4760627
30.0,3.4,B.Sc,Software Engineer,Male,Mumbai,MNC,IT Services,1332376
44.0,1.6,MBA,Software Engineer,Female,Delhi NCR,Product,Fintech,1000934
27.0,1.1,M.Tech,Software Engineer,Female,Delhi NCR,Service,SaaS,728888
42.0,6.1,PhD,Software Engineer,Male,Mumbai,MNC,E-commerce,2075574
27.0,5.0,B.Tech,Software Engineer,Male,Hyderabad,Product,E-commerce,1704154
54.0,2.2,M.Tech,Software Engineer,Male,Delhi NCR,MNC,SaaS,1782848
38.0,9.9,M.Tech,Software Engineer,Male,Ahmedabad,Service,IT Services,1715610
31.0,2.0,MBA,Software Engineer,Male,Ahmedabad,Service,IT Services,568439
28.0,0.7,M.Tech,Software Engineer,Female,Kochi,Service,Fintech,546426
30.0,22.0,M.Tech,Software Engineer,Female,Hyderabad,Service,Product Tech,4571918
54.0,26.7,M.Tech,Software Engineer,Male,Bengaluru,Service,Product Tech,5145336
62.0,0.7,B.Tech,Software Engineer,Male,Delhi NCR,MNC,Fintech,763063
62.0,4.4,B.Tech,Software Engineer,Male,Bhubaneswar,Startup,Fintech,1243149
37.0,11.8,MCA,Software Engineer,Male,Bengaluru,MNC,IT Services,3863858
31.0,0.9,M.Tech,Software Engineer,Male,Pune,MNC,SaaS,825832
58.0,29.4,PhD,Software Engineer,Female,Ahmedabad,Service,SaaS,4336467
56.0,5.1,B.Tech,Software Engineer,Male,Pune,MNC,Fintech,1732606
23.0,0.7,B.Sc,Software Engineer,Female,Mysuru,Product,IT Services,458013
49.0,6.0,M.Tech,Software Engineer,Male,Bengaluru,Product,Product Tech,2243448
32.0,7.0,MBA,Software Engineer,Female,Mumbai,Startup,Fintech,2097898
52.0,2.4,M.Tech,Software Engineer,Female,Kochi,Product,IT Services,1258354
32.0,2.1,MCA,Software Engineer,Female,Surat,Product,SaaS,1305273
50.0,1.8,PhD,Software Engineer,Female,Lucknow,Service,Fintech,617934
32.0,1.5,MCA,Software Engineer,Male,Coimbatore,Product,IT Services,599142
34.0,6.9,MCA,Software Engineer,Male,Kochi,Product,E-commerce,1564235
28.0,0.4,B.Sc,Software Engineer,Male,Delhi NCR,MNC,Fintech,671513
44.0,0.9,MBA,Software Engineer,Male,Indore,Service,E-commerce,537096
55.0,4.8,M.Tech,Software Engineer,Male,Delhi NCR,Service,Fintech,1643795
27.0,0.8,B.Tech,Software Engineer,Male,Pune,MNC,IT Services,620882
46.0,25.6,M.Tech,Software Engineer,Male,Bengaluru,MNC,Product Tech,6138043
27.0,7.0,M.Tech,Software Engineer,Female,Pune,MNC,SaaS,2055455
45.0,4.7,M.Tech,Software Engineer,Male,Indore,Product,SaaS,1597947
23.0,1.1,B.Sc,Software Engineer,Female,Coimbatore,Service,SaaS,476029
36.0,26.7,MCA,Software Engineer,Female,Indore,MNC,Product Tech,4531866
47.0,1.5,M.Tech,Software Engineer,Female,Pune,Startup,IT Services,703922
33.0,3.8,M.Tech,Software Engineer,Male,Chandigarh,Service,SaaS,1299544
43.0,3.5,M.Tech,Software Engineer,Male,Hyderabad,Product,E-commerce,1771625
30.0,3.5,B.Tech,Software Engineer,Male,Delhi NCR,MNC,Fintech,1708726
28.0,1.8,B.Sc,Software Engineer,Female,Hyderabad,Startup,SaaS,741145
43.0,3.2,M.Tech,Software Engineer,Male,Bengaluru,MNC,Fintech,1910568
43.0,2.4,B.Tech,Software Engineer,Male,Chennai,Service,IT Services,1051777
36.0,0.8,M.Tech,Software Engineer,Male,Indore,Product,SaaS,689189
24.0,0.5,B.Tech,Software Engineer,Male,Delhi NCR,Product,IT Services,642544
28.0,2.5,B.Sc,Software Engineer,Female,Bengaluru,MNC,IT Services,1311318
37.0,6.5,MBA,Software Engineer,Male,Pune,Startup,SaaS,1941989
41.0,5.4,PhD,Software Engineer,Female,Hyderabad,MNC,Fintech,2041174
26.0,4.6,B.Tech,Software Engineer,Male,Bengaluru,Product,E-commerce,1778793
28.0,5.3,M.Tech,Software Engineer,Female,Hyderabad,Service,SaaS,1625173
43.0,1.5,M.Tech,Software Engineer,Male,Hyderabad,Product,SaaS,940909
42.0,3.4,M.Tech,Software Engineer,Male,Hyderabad,Service,E-commerce,1412484
48.0,11.3,M.Tech,Software Engineer,Male,Delhi NCR,Product,SaaS,4782020
27.0,5.2,MBA,Software Engineer,Female,Mysuru,Product,IT Services,1355088
49.0,0.7,B.Tech,Software Engineer,Male,Bengaluru,Product,Product Tech,827232
44.0,15.7,M.Tech,Software Engineer,Male,Mumbai,MNC,E-commerce,4770938
27.0,0.2,M.Tech,Software Engineer,Female,Mysuru,Product,IT Services,512021
37.0,8.0,MBA,Software Engineer,Male,Nagpur,Service,SaaS,1712487
44.0,3.8,M.Tech,Software Engineer,Female,Mysuru,Startup,Product Tech,1379034
56.0,1.1,M.Tech,Software Engineer,Male,Pune,Service,SaaS,690927
49.0,1.3,B.Tech,Software Engineer,Male,Indore,MNC,E-commerce,606599
27.0,4.2,B.Tech,Software Engineer,Male,Chennai,Startup,IT Services,1294515
48.0,3.2,MBA,Software Engineer,Male,Delhi NCR,Product,Fintech,1961413
31.0,5.6,M.Tech,Software Engineer,Male,Coimbatore,Product,IT Services,1392618
25.0,2.2,B.Tech,Software Engineer,Male,Chennai,Service,Product Tech,1241156
50.0,2.0,M.Tech,Software Engineer,Male,Jaipur,Startup,SaaS,712913
46.0,4.1,M.Tech,Software Engineer,Male,Ahmedabad,Product,E-commerce,1525978
33.0,1.4,MBA,Software Engineer,Male,Coimbatore,Startup,Fintech,694239
42.0,0.0,M.Tech,Software Engineer,Male,Jaipur,MNC,SaaS,574137
41.0,3.0,M.Tech,Software Engineer,Male,Bengaluru,Startup,E-commerce,1675855
43.0,2.4,MBA,Software Engineer,Male,Ahmedabad,MNC,SaaS,1494146
32.0,6.9,MBA,Software Engineer,Male,Coimbatore,Service,E-commerce,1348864
24.0,2.5,B.Tech,Software Engineer,Male,Bengaluru,Product,IT Services,1480623
44.0,4.6,M.Tech,Software Engineer,Female,Chennai,Service,Product Tech,1538958
36.0,5.3,M.Tech,Software Engineer,Male,Delhi NCR,MNC,E-commerce,1905880
28.0,12.4,M.Tech,Software Engineer,Female,Bengaluru,MNC,SaaS,4859688
28.0,24.0,B.Tech,Software Engineer,Male,Mysuru,Startup,E-commerce,3628497
37.0,1.7,MBA,Software Engineer,Male,Delhi NCR,MNC,Product Tech,1003661
54.0,0.8,M.Tech,Software Engineer,Male,Delhi NCR,Startup,IT Services,676788
58.0,15.4,B.Tech,Software Engineer,Male,Ahmedabad,Product,Fintech,3834406
27.0,0.8,B.Tech,Software Engineer,Male,Coimbatore,Service,SaaS,497797
30.0,3.1,B.Tech,Software Engineer,Male,Bengaluru,Startup,Product Tech,1648366
27.0,5.3,M.Tech,Software Engineer,Female,Delhi NCR,Service,IT Services,1413456
54.0,1.8,B.Tech,Software Engineer,Male,Bengaluru,MNC,Product Tech,928887
49.0,5.6,MBA,Software Engineer,Male,Ahmedabad,Product,Product Tech,1785208
38.0,0.4,M.Tech,Software Engineer,Male,Nagpur,Startup,SaaS,557888
54.0,6.0,PhD,Software Engineer,Male,Mysuru,MNC,Fintech,1633421
31.0,0.4,M.Tech,Software Engineer,Male,Hyderabad,MNC,Product Tech,800110
56.0,8.1,B.Tech,Software Engineer,Male,Bhubaneswar,Product,Product Tech,1835741
31.0,0.1,MBA,Software Engineer,Male,Indore,MNC,Product Tech,623767
42.0,1.6,PhD,Software Engineer,Male,Mumbai,Product,Fintech,1040008
44.0,1.5,M.Tech,Software Engineer,Male,Mumbai,Product,Fintech,980154
37.0,1.2,M.Tech,Software Engineer,Male,Indore,Service,Product Tech,587564
24.0,0.6,B.Tech,Software Engineer,Female,Ahmedabad,MNC,Product Tech,619590
27.0,2.1,B.Tech,Software Engineer,Male,Pune,MNC,Product Tech,1568355
42.0,1.7,B.Tech,Software Engineer,Male,Delhi NCR,MNC,SaaS,867566
24.0,9.7,B.Tech,Software Engineer,Female,Jaipur,MNC,Product Tech,1971171
28.0,2.4,B.Tech,Software Engineer,Female,Hyderabad,Service,E-commerce,1225186
43.0,10.1,PhD,Software Engineer,Male,Bhubaneswar,MNC,E-commerce,3394691
31.0,4.5,M.Tech,Software Engineer,Male,Indore,Service,IT Services,1093424
43.0,21.7,M.Tech,Software Engineer,Male,Ahmedabad,MNC,IT Services,3863155
27.0,1.6,M.Tech,Software Engineer,Female,Mumbai,Product,Fintech,990191
49.0,6.8,M.Tech,Software Engineer,Male,Bengaluru,Startup,Product Tech,2113982
48.0,0.3,B.Tech,Software Engineer,Male,Ahmedabad,MNC,Fintech,584533
30.0,1.9,MBA,Software Engineer,Female,Kochi,Service,E-commerce,610868
28.0,4.8,M.Tech,Software Engineer,Female,Pune,Service,Fintech,1555116
46.0,2.4,M.Tech,Software Engineer,Male,Mysuru,Product,IT Services,1180367
37.0,7.9,M.Tech,Software Engineer,Male,Bengaluru,MNC,Product Tech,2624317
42.0,0.5,PhD,Software Engineer,Male,Bengaluru,MNC,Product Tech,900479
43.0,0.7,M.Tech,Software Engineer,Male,Chandigarh,Startup,Fintech,654627
31.0,0.1,M.Tech,Software Engineer,Male,Ahmedabad,MNC,Fintech,624531
56.0,2.1,PhD,Software Engineer,Male,Hyderabad,Service,Fintech,1475114
37.0,26.3,M.Tech,Software Engineer,Male,Mumbai,Startup,SaaS,5650938
54.0,1.2,M.Tech,Software Engineer,Male,Coimbatore,Startup,IT Services,556292
58.0,3.6,PhD,Software Engineer,Male,Bengaluru,Service,SaaS,1669462
33.0,9.7,M.Tech,Software Engineer,Male,Lucknow,MNC,Fintech,2117079
29.0,1.8,B.Tech,Software Engineer,Female,Ahmedabad,Service,Fintech,583835
52.0,21.2,MBA,Software Engineer,Male,Bengaluru,MNC,SaaS,5773077
36.0,3.0,M.Tech,Software Engineer,Male,Delhi NCR,Product,Product Tech,1938035
26.0,4.8,B.Sc,Software Engineer,Male,Chennai,Product,E-commerce,1479962
47.0,6.6,B.Tech,Software Engineer,Male,Chandigarh,Product,E-commerce,1552272
32.0,6.4,M.Tech,Software Engineer,Male,Pune,Product,IT Services,1749734
29.0,5.4,B.Tech,Software Engineer,Male,Delhi NCR,Product,SaaS,1896690
28.0,2.3,MBA,Software Engineer,Female,Ahmedabad,Service,IT Services,1045523
54.0,0.8,M.Tech,Software Engineer,Male,Pune,Startup,IT Services,644441
57.0,3.6,M.Tech,Software Engineer,Male,Mumbai,Service,E-commerce,1486818
51.0,0.8,PhD,Software Engineer,Male,Delhi NCR,Service,SaaS,731474
28.0,4.6,MBA,Software Engineer,Female,Pune,MNC,Product Tech,1963424
46.0,5.4,MBA,Software Engineer,Male,Nagpur,MNC,E-commerce,1444368
27.0,0.4,MCA,Software Engineer,Female,Mumbai,MNC,Product Tech,783583
45.0,0.3,MBA,Software Engineer,Male,Pune,Startup,Product Tech,743359
23.0,0.7,B.Sc,Software Engineer,Female,Pune,Product,Product Tech,700831
36.0,4.9,M.Tech,Software Engineer,Male,Bengaluru,MNC,SaaS,2051120
48.0,4.2,B.Tech,Software Engineer,Male,Nagpur,MNC,Product Tech,1325725
33.0,6.1,MCA,Software Engineer,Female,Chandigarh,Service,IT Services,1152818
38.0,0.1,M.Tech,Software Engineer,Female,Indore,MNC,IT Services,508908
51.0,29.7,B.Tech,Software Engineer,Male,Lucknow,MNC,Product Tech,4228846
27.0,1.0,M.Tech,Software Engineer,Female,Coimbatore,MNC,E-commerce,643356
37.0,1.4,MCA,Software Engineer,Male,Chandigarh,Startup,IT Services,573584
44.0,0.5,MCA,Software Engineer,Female,Kochi,MNC,E-commerce,572279
27.0,16.4,B.Tech,Software Engineer,Male,Bhubaneswar,MNC,E-commerce,3304836
38.0,0.5,MBA,Software Engineer,Male,Hyderabad,Product,E-commerce,788862
54.0,2.6,B.Tech,Software Engineer,Male,Ahmedabad,MNC,SaaS,1343509
49.0,0.1,M.Tech,Software Engineer,Male,Delhi NCR,Product,Product Tech,812715
27.0,2.7,B.Sc,Software Engineer,Male,Hyderabad,Service,E-commerce,1148001
48.0,1.0,MBA,Software Engineer,Male,Mumbai,Service,IT Services,624752
31.0,0.1,M.Tech,Software Engineer,Male,Pune,Product,E-commerce,715350
25.0,0.1,B.Tech,Software Engineer,Male,Mysuru,MNC,E-commerce,494685
50.0,6.9,B.Tech,Software Engineer,Male,Mumbai,MNC,SaaS,1968811
46.0,9.4,B.Tech,Software Engineer,Male,Indore,Product,IT Services,1735659
33.0,6.9,M.Tech,Software Engineer,Male,Jaipur,Service,SaaS,1361179
42.0,8.8,PhD,Software Engineer,Male,Chennai,MNC,Fintech,2494979
41.0,2.4,PhD,Software Engineer,Male,Kochi,Startup,IT Services,1180114
43.0,2.7,M.Tech,Software Engineer,Male,Bengaluru,Product,Fintech,1937367
32.0,1.2,M.Tech,Software Engineer,Male,Hyderabad,MNC,IT Services,735479
24.0,0.0,B.Sc,Software Engineer,Male,Pune,Startup,E-commerce,533301
44.0,5.3,MBA,Software Engineer,Female,Hyderabad,Service,SaaS,1649920
36.0,4.0,MCA,Software Engineer,Male,Chennai,Service,E-commerce,1309824
28.0,1.5,MCA,Software Engineer,Female,Mysuru,Service,IT Services,461401
28.0,13.1,B.Tech,Software Engineer,Male,Delhi NCR,Product,SaaS,4453269
37.0,18.5,MCA,Software Engineer,Male,Bengaluru,Product,IT Services,4432470
54.0,5.7,B.Tech,Software Engineer,Male,Bengaluru,MNC,Product Tech,1954702
58.0,12.8,M.Tech,Software Engineer,Male,Delhi NCR,Product,Fintech,4940501
27.0,21.1,B.Tech,Software Engineer,Male,Lucknow,MNC,Product Tech,3847991
30.0,0.2,B.Tech,Software Engineer,Male,Hyderabad,Service,IT Services,477571
27.0,1.7,MBA,Software Engineer,Female,Delhi NCR,MNC,Fintech,981839
54.0,1.1,M.Tech,Software Engineer,Male,Bengaluru,Service,E-commerce,707015
49.0,11.1,PhD,Software Engineer,Male,Hyderabad,Startup,IT Services,3752023
38.0,26.8,M.Tech,Software Engineer,Male,Kochi,Product,Fintech,4883155
54.0,4.4,B.Tech,Software Engineer,Male,Mysuru,Service,SaaS,1100054
31.0,0.9,M.Tech,Software Engineer,Male,Delhi NCR,Service,Product Tech,727204
56.0,22.7,B.Tech,Software Engineer,Male,Chennai,MNC,Product Tech,4850005
31.0,2.4,M.Tech,Software Engineer,Male,Hyderabad,Service,Fintech,1438358
42.0,16.6,M.Tech,Software Engineer,Male,Mysuru,Product,SaaS,4070103
44.0,3.6,M.Tech,Software Engineer,Male,Kochi,Service,Fintech,1234847
37.0,21.7,M.Tech,Software Engineer,Male,Mumbai,Service,E-commerce,4327100
24.0,4.6,B.Tech,Software Engineer,Female,Chennai,MNC,SaaS,1640407
27.0,1.0,B.Tech,Software Engineer,Male,Chennai,Product,Fintech,754392
42.0,1.9,M.Tech,Software Engineer,Male,Bengaluru,Product,IT Services,881144
24.0,0.6,B.Tech,Software Engineer,Female,Delhi NCR,Service,IT Services,516682
28.0,0.7,B.Sc,Software Engineer,Female,Pune,MNC,Product Tech,681476
43.0,5.0,M.Tech,Software Engineer,Male,Nagpur,Service,SaaS,1230762
31.0,0.7,M.Tech,Software Engineer,Male,Mumbai,MNC,Fintech,855570
43.0,6.3,M.Tech,Software Engineer,Male,Pune,MNC,SaaS,1996082
27.0,1.0,MBA,Software Engineer,Female,Pune,Service,Fintech,700321
49.0,3.0,M.Tech,Software Engineer,Male,Delhi NCR,Startup,SaaS,1739018
48.0,5.3,B.Tech,Software Engineer,Male,Chandigarh,Startup,E-commerce,1340370
31.0,12.1,MCA,Software Engineer,Male,Ahmedabad,Service,E-commerce,2918797
40.0,4.1,M.Tech,Software Engineer,Male,Hyderabad,Product,SaaS,1937833
36.0,1.7,MCA,Software Engineer,Male,Coimbatore,Startup,Fintech,662358
54.0,5.4,MBA,Software Engineer,Male,Ahmedabad,Product,E-commerce,1638810
27.0,0.2,B.Tech,Software Engineer,Male,Indore,Service,IT Services,386459
28.0,1.6,B.Tech,Software Engineer,Male,Mumbai,Service,Fintech,712749
44.0,3.9,M.Tech,Software Engineer,Male,Mumbai,MNC,SaaS,1927650
43.0,6.1,M.Tech,Software Engineer,Male,Mumbai,Startup,SaaS,1969036
54.0,0.8,PhD,Software Engineer,Male,Bengaluru,Product,SaaS,949662
32.0,9.8,MBA,Software Engineer,Male,Hyderabad,Product,E-commerce,2613963
